"player_index","X","Game_id","Team","minutes","Points","season_id","Total_Rebounds","Assists","Steals","Turnovers","Blocked_Shots","br_url","cbb_games","cbb_minutes"
289,10608,23459170.540229894,"DET",1060,290,2007.0000000000005,142,58,35,35,8,"arron-afflalo-1",103.99999999999997,3399.999999999999
290,10657.5,20701099.5,"MIA",176,70,2007,19,19,6,16,0,"blake-ahearn-1",129,3418
291,10665,20701082.333333332,"CLE",10,3,2007,1,0,0,0,0,"lance-allred-1",95,1965.9999999999998
292,10671.000000000002,20700545,"UTA",40,13,2007,2,3,1,2,0,"morris-almond-1",120.99999999999999,3279.0000000000005
293,10687.499999999996,20700972.583333332,"MIA",497,85,2007,93,3,9,17,31,"joel-anthony-1",67.99999999999999,1094
295,10772.000000000005,20700629.493670892,"MIN",1805,459,2007.0000000000002,292,111,76,89,25,"corey-brewer-1",107.99999999999999,2936.9999999999995
296,10839.999999999993,22805921.315789476,"HOU",659,289,2006.9999999999995,62,90,13,47,5,"aaron-brooks-1",114.99999999999996,3759.9999999999986
297,10886,20700860.54285714,"NYK",687,255,2007,127,33,15,27,16,"wilson-chandler-1",59.00000000000001,1834.0000000000005
298,10929.999999999995,20700778.169811312,"MEM",1381,498,2006.9999999999995,139,222,44,89,2,"mike-conley-1",39,1231.9999999999993
299,10985.999999999993,20700633.118644077,"MIA",1442,518,2006.9999999999995,177,75,23,63,9,"daequan-cook-1",38.99999999999998,767.9999999999998
300,11040.499999999998,20700700.719999995,"LAL",677,278,2006.9999999999998,110,51,19,55,2,"javaris-crittenton-1",32,1000.9999999999997
301,11084.500000000002,20700645.289473683,"CHA",324,120,2007.0000000000002,62,13,7,17,15,"jermareo-davidson-1",126,3616.000000000001
302,11146.500000000007,24654053.988372087,"BOS",1080,352,2007.0000000000005,233,35,36,75,24,"glen-davis-1",95,3040
303,11225.999999999998,20700637.410958897,"CHA",1390,422,2007,286,81,55,50,10,"jared-dudley-1",130,4732.000000000002
304,11302.499999999996,20700610.712500013,"SEA",2769,1624,2007.0000000000005,348,192,78,232,75,"kevin-durant-1",35,1256.0000000000002
305,11355.500000000002,20700951.961538453,"DAL",269,107,2007,89,11,8,13,11,"nick-fazekas-1",131,3942.999999999999
307,11379.5,20700139.25,"CHI",46,21,2007,4,1,0,4,0,"thomas-gardner-1",89,2438
309,11425.999999999989,20700688.55737704,"CHI",611,262,2006.9999999999995,168,41,21,57,16,"aaron-gray-1",112.99999999999996,2360.9999999999995
310,11496.49999999999,20700608.75,"SEA",2251,838,2007.0000000000005,379,119,46,158,49,"jeff-green-1",102.00000000000001,3385.9999999999995
311,11545,20700678.294117644,"POR",73,27,2007.0000000000002,10,11,2,9,0,"taurean-green-1",111.00000000000001,3241.0000000000005
312,11554,20700943,"HOU",20,6,2007,7,1,1,1,0,"mike-harris-1",121,3472
313,11589.999999999998,20700645.619718302,"SAC",929,334,2007,230,44,14,56,40,"spencer-hawes-1",30.999999999999993,894.9999999999994
314,11645.000000000004,24290579.435897447,"ATL",1288,457,2007.0000000000002,370,91,21,65,33,"al-horford-1",109.00000000000001,2801.000000000001
315,11673.5,21811720.166666664,"LAL",71,30,2007.0000000000002,14,10,4,5,2,"coby-karl-1",126.99999999999999,3771
316,11706.499999999996,23200743.624999993,"HOU",815,376,2006.9999999999998,235,21,24,28,10,"carl-landry-1",64,1913.0000000000002
317,11731.5,20700437,"SAS",10,2,2007,2,0,0,0,0,"keith-langford-1",136,3930
318,11740.5,20701052.0625,"GSW",303,83,2007.0000000000002,53,3,13,15,22,"stephane-lasme-1",118,2855
319,11779.999999999993,22922781.603174604,"ATL",924,256,2006.9999999999995,59,121,31,64,0,"acie-law-1",121.99999999999996,3756.999999999998
321,11854.00000000001,21522550.39726027,"WAS",711,94,2007,142,41,21,40,27,"dominic-mcguire-1",86,2149.9999999999995
322,11894.5,20700741.625000004,"POR",29,12,2007.0000000000002,10,2,1,2,0,"josh-mcroberts-1",69,2049
324,11988.499999999998,20700798.642857146,"CLE",47,15,2007.0000000000002,5,1,0,4,3,"demetris-nichols-1",123,3173.0000000000005
325,12032.5,20700667.20270269,"CHI",1533,488,2007,416,84,68,89,64,"joakim-noah-1",107.99999999999997,2277.9999999999995
328,12120,20701123.363636367,"MIA",304,84,2007,44,18,9,5,2,"kasib-powell-1",67,2390.9999999999995
329,12133.000000000002,20700594.999999996,"BOS",95,32,2007.0000000000002,8,13,5,5,0,"gabe-pruitt-1",80.00000000000001,2592.0000000000005
330,12166.499999999995,20700699.384615377,"MIN",556,98,2006.9999999999995,135,18,10,24,12,"chris-richard-1",141,2198.9999999999995
333,12292.999999999996,20701103.882352937,"MIL",448,137,2007.0000000000002,58,127,17,36,3,"ramon-sessions-1",96.99999999999999,2831.9999999999995
334,12303,20700158.333333332,"IND",11,0,2007,2,1,0,0,0,"courtney-sims-1",133,3085
335,12345.499999999996,22163967.25609757,"PHI",1187,360,2007.0000000000005,245,23,23,50,55,"jason-smith-1",87.00000000000004,2427.000000000002
336,12423.49999999999,25295257.78378379,"DET",1461,575,2007,161,218,67,101,8,"rodney-stuckey-1",59,1951.9999999999995
337,12499.999999999998,20700655.26582278,"LAC",2164,1005,2007.0000000000002,358,98,46,128,43,"al-thornton-1",123.99999999999999,2727.999999999999
338,12542.5,20700459.5,"PHO",48,22,2007.0000000000002,8,0,0,0,1,"alando-tucker-1",134,4301
339,12554.499999999998,20700146.33333333,"SAS",145,53,2007.0000000000002,20,15,5,14,0,"darius-washington-1",72.99999999999999,2263.0000000000005
340,12568,20700104.666666668,"SAC",71,12,2007,12,0,2,7,2,"darryl-watkins-1",105.99999999999997,2448
341,12607.499999999993,22414854.19999999,"ATL",273,61,2007,50,13,12,9,4,"mario-west-1",102.99999999999996,1430.999999999999
342,12743,20700611.561643843,"NJN",1280,409,2007,322,28,28,70,106,"sean-williams-1",68.99999999999999,1413.9999999999995
343,12798.5,20700690.36842105,"GSW",374,151,2007.0000000000002,99,9,6,13,22,"brandan-wright-1",36.99999999999999,1012.9999999999999
344,12851.5,23935886.51470587,"NOH",770,270,2006.9999999999998,135,45,39,39,13,"julian-wright-1",71,1710.9999999999998
345,12925.000000000004,21713247.151898738,"WAS",1174,566,2007.0000000000002,117,64,37,95,7,"nick-young-1",95.99999999999996,2985.000000000002
346,13004.500000000002,22200615.962500002,"PHI",1713,671,2007.0000000000005,339,62,80,68,8,"thaddeus-young-1",30.999999999999996,916.9999999999999
348,13104.999999999998,20800591.389830504,"MIL",717,278,2007.9999999999995,115,42,15,52,29,"joe-alexander-1",81.99999999999996,2074
349,13167.499999999996,20800594.499999993,"NJN",1312,487,2007.9999999999998,311,52,44,63,20,"ryan-anderson-1",66,2177.9999999999986
350,13238.5,20800618.434210528,"MEM",1464,422,2008,346,43,52,47,52,"darrell-arthur-1",78.00000000000001,1708
353,13460.999999999996,21527940.636363633,"POR",664,234,2007.9999999999998,58,78,16,57,3,"jerryd-bayless-1",30.00000000000001,1070.9999999999998
354,13532.499999999998,22391495.47727273,"MIA",2186,1208,2007.9999999999998,490,90,43,132,44,"michael-beasley-1",33.00000000000001,1039.000000000001
355,13610.5,20800571.397058804,"SAC",934,361,2007.9999999999995,52,117,21,63,3,"bobby-brown-1",115.99999999999993,3966.999999999999
356,13688.999999999996,22373617.179775283,"MIA",2860,869,2007.9999999999998,247,434,180,182,9,"mario-chalmers-1",109.99999999999997,3134.999999999999
357,13734.5,20801195.5,"NYK",23,9,2008,4,1,1,0,0,"joe-crawford-1",127,3213
358,13737,20800246,"HOU",6,2,2007.9999999999998,1,1,0,0,0,"joey-dorsey-1",149,3232.9999999999995
359,13760.5,20800773.659090914,"NJN",583,216,2008.0000000000002,50,52,12,31,7,"chris-douglas-roberts-1",109.00000000000001,2844.0000000000014
365,14076.500000000004,20800603.653846156,"LAC",2676,1252,2008.0000000000002,201,215,78,164,35,"eric-gordon-1",32,1110.000000000001
367,14142,20800817.000000004,"SAS",155,50,2008,28,13,6,12,7,"malik-hairston-1",117.00000000000001,3650
368,14184.499999999995,20800621.35714286,"IND",1009,494,2007.9999999999998,243,49,20,55,76,"roy-hibbert-1",135.99999999999991,3167.9999999999995
370,14322.000000000004,21788255.629629634,"SAS",1349,461,2008,166,138,47,76,22,"george-hill-1",95,3163.0000000000005
371,14363,20800113,"OKC",2,2,2008,3,0,0,0,0,"steven-hill-1",132,2574
372,14373.499999999996,24800560.999999996,"ATL",105,26,2007.9999999999995,30,1,3,2,6,"othello-hunter-1",76,1686.9999999999993
373,14411.499999999996,22586402.21428572,"CLE",450,100,2007.9999999999998,92,9,10,15,4,"darnell-jackson-1",124.99999999999999,2075
375,14448.5,20801183.66666667,"CHA",83,29,2008,12,9,4,6,1,"dontell-jefferson-1",62,1227
376,14453.5,20800800.75,"CLE",14,4,2007.9999999999998,1,0,0,1,0,"trey-johnson-1",96,3273
377,14482,20800716.320754714,"LAC",772,228,2007.9999999999998,237,11,11,41,59,"deandre-jordan-1",34.999999999999986,702.9999999999997
378,14532.5,20800417.437499993,"UTA",567,224,2008,138,20,12,26,31,"kosta-koufos-1",36.99999999999999,1001.9999999999998
379,14576.000000000004,20800737.051282052,"GSW",419,153,2008,79,20,14,15,19,"rob-kurz-1",107.99999999999999,2516
380,14644.499999999993,25086282.44897959,"ORL",2486,815,2007.9999999999998,217,118,95,89,17,"courtney-lee-1",127,3962.0000000000005
381,14734.499999999996,20800616.26829268,"NJN",2504,1068,2008,665,86,44,147,151,"brook-lopez-1",53.00000000000002,1483.9999999999993
382,14805.499999999996,20800643.033333328,"PHO",609,189,2007.9999999999995,118,8,11,28,41,"robin-lopez-1",66.99999999999999,1627.9999999999998
383,14876,20800618.95061727,"MIN",2046,899,2008,734,84,35,118,50,"kevin-love-1",39.00000000000001,1154
384,14933,20800951.424242422,"CHA",266,86,2008,33,13,8,9,4,"cartier-martin-1",111.99999999999996,3090.9999999999995
386,15069,20800632.08,"WAS",1143,489,2008,294,23,33,61,75,"javale-mcgee-1",66.00000000000001,1233.9999999999998
387,15139.999999999989,20800661.701492533,"GSW",1519,676,2007.9999999999995,199,80,36,52,12,"anthony-morrow-1",122.99999999999996,2902
388,15179.999999999998,20800190.846153844,"GSW",172,53,2007.9999999999998,24,13,9,15,2,"demarcus-nelson-1",123.99999999999997,3247.9999999999995
389,15219.999999999995,22591605.686567154,"POR",1408,570,2007.9999999999995,450,31,27,95,74,"greg-oden-1",32,923.9999999999998
390,15285,20800666.39682538,"GSW",1126,499,2007.9999999999998,363,49,42,80,74,"anthony-randolph-1",30.999999999999986,1015.9999999999992
391,15360.500000000004,22391471.761363637,"CHI",3313,1499,2007.9999999999998,361,557,70,237,23,"derrick-rose-1",40,1167.9999999999993
392,15441.999999999998,20800608.053333342,"IND",1801,610,2008,233,66,38,75,37,"brandon-rush-1",108.99999999999997,3410.9999999999995
393,15483.499999999998,20800715.500000004,"DET",20,8,2008,3,0,0,0,2,"walter-sharpe-1",40,612
394,15506.000000000002,20800439.243243244,"PHO",302,90,2008,35,29,11,23,0,"sean-singletary-1",123.00000000000001,4034.0000000000005
395,15565.5,21532329.219512187,"PHI",1290,617,2008,299,30,27,46,56,"marreese-speights-1",68.99999999999997,1062.0000000000005
396,15631.999999999998,20800634.372548997,"LAC",768,289,2008,87,106,36,73,0,"mike-taylor-1",30.999999999999993,1085.0000000000005
397,15698.500000000002,20800605.4512195,"SAC",2300,910,2008,606,93,46,146,59,"jason-thompson-1",122.00000000000001,3916.0000000000005
398,15748.999999999998,20800284.21052631,"SAS",207,52,2007.9999999999995,41,17,5,7,1,"anthony-tolliver-1",123.99999999999999,2666
399,15786.499999999993,20800747.660714284,"OKC",1167,299,2007.9999999999998,130,101,47,69,25,"kyle-weaver-1",121,3604.999999999999
400,15820.499999999998,20800806.25,"DEN",56,19,2007.9999999999995,4,3,1,6,0,"sonny-weems-1",69,2152
401,15867.499999999996,20800609.182926834,"OKC",2671,1256,2008,399,435,110,274,16,"russell-westbrook-1",75.00000000000006,1642.0000000000005
402,15913.5,20800606.299999997,"CLE",20,12,2007.9999999999998,2,0,1,1,0,"jawad-williams-1",128,3456
405,15992,20900908,"OKC",15,2,2009,1,0,0,1,0,"antonio-anderson-1",150,4470
407,16098.499999999998,23074501.22826088,"SAS",1588,675,2009.0000000000011,565,70,55,114,43,"dejuan-blair-1",71.99999999999999,1915
408,16170.499999999998,20900541.615384616,"SAC",653,147,2008.9999999999998,213,22,15,23,5,"jon-brockman-1",130.99999999999997,3758.999999999998
409,16225.999999999998,21578538.542372882,"CHA",536,188,2008.9999999999998,78,19,21,19,10,"derrick-brown-1",105.99999999999994,2650
410,16292.499999999995,20900642.175675675,"HOU",1493,657,2009.0000000000005,220,88,34,48,11,"chase-budinger-1",99.99999999999996,3539.999999999999
411,16364.999999999998,20900588.25352112,"MEM",789,209,2009.0000000000002,150,33,28,24,9,"demarre-carroll-1",134,3282.9999999999995
413,16504.5,22011640.574074063,"PHO",397,144,2008.9999999999998,64,22,8,25,13,"earl-clark-1",103.99999999999997,2775.9999999999986
414,16569.5,20900643.06578946,"NOH",2105,946,2009.0000000000005,192,432,78,202,4,"darren-collison-1",142.00000000000006,4146
415,16641.5,22371194.323529396,"POR",747,266,2009,173,14,29,18,22,"dante-cunningham-1",138.99999999999997,3779.9999999999995
416,16676,20900650,"LAC",0,0,2009,0,0,0,0,0,"jameson-curry-1",101,3232
417,16716.5,20900617.787500016,"GSW",2895,1399,2009.0000000000005,356,472,152,243,19,"stephen-curry-1",103.99999999999994,3390.0000000000014
418,16790.999999999996,20900607.391304348,"DET",911,349,2009,174,34,25,48,26,"austin-daye-1",67,1507.0000000000002
419,16863.999999999996,20900601.506493498,"TOR",1665,662,2009.0000000000005,223,53,43,62,18,"demar-derozan-1",35,1168.9999999999998
420,16930.499999999993,20900637.28571428,"NYK",1090,481,2008.9999999999998,108,112,42,55,3,"toney-douglas-1",130,4445.999999999997
421,16996.499999999996,20900592.223684195,"MIN",1386,505,2009.0000000000005,159,74,20,74,5,"wayne-ellington-1",114.99999999999997,3276.9999999999995
422,17070.499999999996,20900599.444444444,"SAC",2681,1450,2009.0000000000005,380,414,109,216,26,"tyreke-evans-1",37.00000000000002,1073
423,17146.999999999996,20900593.765432116,"MIN",2341,1094,2009.0000000000005,191,356,82,233,2,"jonny-flynn-1",72.99999999999996,2663.999999999999
424,17206,23603481.351351354,"UTA",223,117,2009,31,39,12,14,0,"sundiata-gaines-1",123.00000000000001,3899
425,17230,20901001.454545457,"WAS",182,81,2009,33,7,7,10,1,"alonzo-gee-1",128,3659.999999999999
426,17278.999999999996,22050022.563218392,"CHI",2349,773,2009.0000000000011,646,73,51,116,107,"taj-gibson-1",104.99999999999997,3433.000000000001
427,17323.5,20900039.5,"MEM",5,2,2009,1,0,1,0,0,"trey-gilder-1",62,1364
428,17334.5,20900668.449999996,"CLE",116,40,2008.9999999999998,17,5,6,5,3,"danny-green-1",144.99999999999994,2885
429,17348.5,20900734.000000004,"PHO",33,10,2009,2,1,0,1,2,"taylor-griffin-1",129,2876
430,17367,20900313.655172415,"IND",510,246,2008.9999999999998,138,28,17,21,8,"tyler-hansbrough-1",142.00000000000003,4386.999999999999
431,17422.500000000007,22363973.743902437,"OKC",1858,799,2009.0000000000005,259,148,86,109,21,"james-harden-1",68.99999999999997,2415.0000000000005
432,17485.00000000001,20900554.27906976,"CHA",359,113,2008.9999999999998,55,13,10,14,9,"gerald-henderson-1",103,3387.999999999999
433,17529.999999999996,20900746.063829787,"NYK",623,244,2008.9999999999998,175,20,14,30,21,"jordan-hill-1",96.99999999999997,2618.9999999999995
434,17590,20900669.753424652,"PHI",1772,587,2009.0000000000002,191,280,79,156,18,"jrue-holiday-1",35,947.9999999999999
435,17639.000000000004,20900394.92000001,"BOS",131,58,2008.9999999999995,18,13,8,14,3,"lester-hudson-1",65,2372.0000000000005
436,17681.499999999996,20900753.15,"GSW",783,270,2008.9999999999998,167,37,13,30,35,"chris-hunter-1",104.99999999999996,1930.9999999999989
438,17796.5,20900918.916666664,"CLE",74,20,2009,8,14,3,11,2,"cedric-jackson-1",124.99999999999999,3599.9999999999995
439,17812.5,26900802.34999999,"UTA",81,39,2008.9999999999998,20,1,4,7,0,"othyus-jeffers-1",62.99999999999999,2053
440,17867.000000000004,22473627.617977526,"MIL",2920,1401,2009.000000000001,303,495,113,208,22,"brandon-jennings-1",51.999999999999986,780.0000000000001
442,18026.000000000004,22060023.49275363,"CHI",776,256,2009,129,49,21,64,43,"james-johnson-1",126.99999999999993,4279
443,18061,20901218,"BOS",22,7,2009,4,2,0,1,0,"oliver-lafayette-1",64,2201
444,18070.499999999996,20900429.555555552,"NYK",111,44,2009,19,0,1,6,2,"marcus-landry-1",120.99999999999997,3025
445,18114.999999999996,22590648.845070418,"DEN",1438,589,2009.0000000000002,132,219,54,90,2,"ty-lawson-1",104.99999999999997,2835
446,18196.499999999993,23074483.206521735,"UTA",2394,901,2009.0000000000011,235,141,82,108,20,"wesley-matthews-1",126.99999999999996,3834.9999999999986
447,18286.000000000007,22279909.229885068,"UTA",1344,404,2009.0000000000011,138,275,41,90,11,"eric-maynor-1",130,3991.000000000001
448,18359.5,20900613.999999985,"MIL",718,281,2008.9999999999998,99,39,18,25,5,"jodie-meeks-1",80.99999999999997,2242.9999999999995
451,18481.500000000007,20900666.909090906,"DET",405,134,2009,45,16,8,16,7,"dajuan-mers-1",101,2786.9999999999995
452,18519.000000000004,20900713.38709677,"HOU",302,128,2008.9999999999998,46,16,10,19,3,"jermaine-taylor-1",121.99999999999999,3146.9999999999995
453,18574.500000000004,23150560.225000005,"ATL",778,244,2009.0000000000005,69,126,37,54,12,"jeff-teague-1",61.00000000000001,1884.000000000001
454,18631.000000000007,24537212.30303029,"HOU",347,140,2009,33,23,14,29,6,"garrett-temple-1",134.00000000000003,4435
455,18681.499999999993,20900606.26470587,"MEM",885,208,2009,243,11,15,43,89,"hasheem-thabeet-1",99.99999999999991,2929.999999999998
456,18751.99999999999,20900647.095890407,"NOH",1873,1057,2009.0000000000002,211,114,58,76,11,"marcus-thornton-1",66.00000000000001,2157.9999999999995
457,18800.499999999996,20901060.041666668,"GSW",779,365,2008.9999999999998,110,66,23,29,6,"reggie-williams-1",138,4028.999999999999
458,18851.499999999996,20900616.512820523,"NJN",1761,656,2009.0000000000005,348,223,43,124,10,"terrence-williams-1",140,4507.999999999999
459,18930.499999999996,20900613.40000001,"MEM",1321,595,2009.0000000000005,201,52,34,94,20,"sam-young-1",142.99999999999994,3646.0000000000014
460,18981.999999999993,21000511.347826086,"GSW",195,57,2009.9999999999995,58,10,4,9,5,"jeff-adrien-1",133,3922.9999999999995
461,18999.499999999996,21000687.250000004,"TOR",61,6,2009.9999999999995,14,2,2,3,2,"solomon-alabi-1",77,1694
462,19014.5,21000645.944444444,"OKC",140,18,2009.9999999999995,35,4,5,8,7,"cole-aldrich-1",111.00000000000001,2331
463,19063.999999999996,21000612.987654317,"LAC",1453,457,2010,267,60,59,103,25,"al-farouq-aminu-1",61.999999999999986,1866
464,19117.5,21000752.88461538,"SAS",286,94,2009.9999999999998,23,18,3,13,6,"james-anderson-1",86.99999999999997,548
466,19239.499999999996,21000548,"POR",138,36,2009.9999999999995,30,6,2,8,2,"luke-babbitt-1",67.99999999999999,2373
467,19291.999999999996,21000603.185185168,"LAC",1838,543,2010,223,289,92,194,26,"eric-bledsoe-1",37.00000000000002,1121.000000000001
468,19364.999999999996,21000573.73846154,"WAS",1064,346,2009.9999999999993,251,35,29,38,42,"trevor-booker-1",134,3804.999999999998
469,19399,21000548.333333332,"PHI",33,8,2010,4,1,1,0,0,"craig-brackins-1",96,3052
470,19416.000000000004,21000700.645161286,"BOS",161,52,2009.9999999999998,17,12,9,16,0,"avery-bradley-1",33.99999999999999,1003
471,19452.000000000004,21000442.63414634,"LAL",213,81,2009.9999999999998,43,7,4,19,10,"derrick-caracter-1",79,1555.9999999999998
472,19482.499999999993,21000362.349999998,"CHA",69,17,2009.9999999999995,5,8,2,4,0,"sherron-collins-1",142.99999999999997,4074.999999999999
473,19494.5,21000979.25,"UTA",18,4,2010,3,0,0,1,1,"marcus-cousin-1",105.99999999999999,1833
474,19536.999999999993,21000640.419753082,"SAC",2310,1143,2010,699,204,85,268,68,"demarcus-cousins-1",37.999999999999986,893.0000000000002
475,19598.49999999999,21000773.595238093,"ATL",1027,490,2009.9999999999998,105,117,39,83,3,"jordan-crawford-1",65,1903.9999999999995
476,19651.999999999996,21000739.046153843,"TOR",1602,501,2009.9999999999993,462,40,39,48,67,"ed-davis-1",60.999999999999986,1353.9999999999986
477,19696.499999999996,21000928.124999996,"PHO",293,121,2009.9999999999995,20,51,20,29,2,"zabian-dowdell-1",121.99999999999999,4148
478,19718.5,21000415.75,"LAL",115,62,2009.9999999999995,27,2,4,6,5,"devin-ebanks-1",69,2213.9999999999995
480,19794,21000692.75510203,"UTA",463,178,2009.9999999999995,97,24,17,19,17,"jeremy-evans-1",133.99999999999997,3148.999999999999
482,19901.499999999996,21000597.743589748,"NJN",1536,533,2010,412,39,29,77,68,"derrick-favors-1",35.99999999999998,989.9999999999998
483,19983.499999999996,21930816.5116279,"NYK",2610,804,2010,526,160,82,111,20,"landry-fields-1",129,3044
484,20058.499999999978,21313062.265625007,"DEN",795,326,2009.9999999999993,117,49,23,46,6,"gary-forbes-1",129,3521
485,20123.49999999998,22515850.13636363,"IND",1394,506,2009.9999999999993,249,70,69,77,36,"paul-george-1",62.99999999999999,2134.999999999999
486,20197.500000000007,21000610.329268273,"LAC",3110,1845,2010,989,312,63,223,45,"blake-griffin-1",67.99999999999997,2100.9999999999995
487,20262.999999999993,21000725.12244898,"BOS",636,193,2009.9999999999995,143,30,15,16,17,"luke-harangody-1",129,3765.9999999999986
488,20314.499999999993,21000706.574074075,"CLE",931,321,2009.9999999999995,140,85,31,63,7,"manny-harris-1",97.99999999999999,3331.9999999999995
489,20377.49999999999,21000622.277777776,"UTA",1218,388,2010.0000000000002,139,81,30,70,19,"gordon-hayward-1",68.99999999999999,2283.0000000000014
490,20434.5,21000636.00000002,"MIN",421,160,2009.9999999999998,70,28,12,19,7,"lazar-hayward-1",138.00000000000003,3642.9999999999995
491,20474.499999999996,21000364.921052624,"MEM",526,165,2010,37,18,11,13,3,"xavier-henry-1",36.00000000000001,990.0000000000001
492,20505.999999999993,21000423.479999993,"NJN",403,110,2009.9999999999995,85,20,16,25,12,"damion-james-1",142.00000000000003,4160
493,20538.500000000004,22000434.849999998,"POR",276,110,2009.9999999999998,37,45,5,38,1,"armon-johnson-1",101.00000000000001,3302
494,24273.857142857127,22565131.232142854,"POR",545,183,2011.3571428571424,108,13,14,26,39,"chris-johnson-1",138,3435.9999999999986
495,20596.5,21000288.624999996,"MIN",1102,362,2009.9999999999998,117,79,22,58,25,"wesley-johnson-1",51.99999999999999,457
496,20625.5,21000333.055555552,"DAL",135,42,2009.9999999999995,23,19,5,10,3,"dominique-jones-1",95,3466.9999999999995
497,20635,21000482,"PHO",2,0,2010,0,0,0,0,0,"gani-lawal-1",99,2405
498,20650.000000000004,21000541.068965517,"GSW",285,76,2009.9999999999998,34,42,33,18,9,"jeremy-lin-1",115,3358.0000000000005
499,20704.5,21000622.112499997,"DET",2223,751,2010.0000000000002,601,105,93,81,45,"greg-monroe-1",65,2119.0000000000005
502,20848.500000000004,22395929.360465124,"SAS",1794,829,2010,214,101,28,80,5,"gary-neal-1",106.00000000000004,3613.9999999999995
503,20897.5,21000877.333333332,"SAS",142,40,2009.9999999999995,15,8,9,5,5,"larry-owens-1",66,1914
504,20929.500000000004,21000813.288461544,"HOU",870,328,2009.9999999999995,200,41,17,31,37,"patrick-patterson-1",96.99999999999996,3297.9999999999986
506,21021.5,21001173.5,"MIA",11,2,2010,3,0,0,2,0,"dexter-pittman-1",134,1634
507,21057,21870179.913043458,"NOH",742,190,2009.9999999999995,89,29,17,16,10,"quincy-pondexter-1",135.9999999999999,3711.999999999998
508,21094,21000507.200000003,"NYK",24,8,2010,1,3,1,7,0,"andy-rautins-1",127,3097.9999999999995
509,21115,21000762.108108114,"CLE",703,288,2010,158,17,15,53,18,"samardo-samuels-1",70,1896.9999999999998
510,21163.5,21000650.066666666,"MIL",871,260,2009.9999999999993,178,16,22,38,72,"larry-sanders-1",100.99999999999999,2372.999999999999
512,21262.499999999996,21000951.31818181,"WAS",158,51,2009.9999999999995,22,25,5,18,3,"mustafa-shakur-1",131,4060.9999999999986
516,21411.499999999993,21000970,"IND",113,37,2009.9999999999995,18,21,4,16,0,"lance-stephenson-1",34,958.0000000000002
518,21465.99999999999,22205395.867469873,"PHI",1897,605,2010,329,163,52,80,15,"evan-turner-1",101.00000000000001,3311.9999999999995
519,21536.49999999999,21000797.103448257,"GSW",1031,236,2009.999999999999,181,40,22,48,86,"ekpe-udoh-1",102.99999999999993,2801
520,21586.5,21000709.166666664,"NJN",437,158,2009.9999999999998,61,69,13,25,8,"ben-uzoh-1",141.00000000000003,4554.000000000001
521,21649.000000000004,24133085.72289157,"MEM",1002,305,2010,92,176,27,79,6,"greivis-vasquez-1",135.99999999999994,4568.999999999997
522,21724.99999999999,21000684.869565208,"WAS",2602,1131,2009.9999999999995,317,574,121,261,35,"john-wall-1",37.00000000000001,1286.9999999999998
523,21769,21000388.315789476,"LAC",135,37,2009.9999999999995,12,27,6,8,0,"willie-warren-1",57,1805.9999999999998
524,21779,21000009,"SAC",2,0,2010,0,0,0,0,0,"hassan-whiteside-1",34,887
525,21805.999999999993,25628747.245283023,"PHI",860,244,2011.0000000000002,230,37,23,25,29,"lavoy-allen-1",135,4346.999999999999
527,21888,21100731.666666664,"GSW",9,0,2010.9999999999998,3,0,0,0,0,"keith-benson-1",135,3618
529,21980.49999999999,21100510.714285705,"NJN",1650,708,2011,200,131,52,118,15,"marshon-brooks-1",112.99999999999994,2857.9999999999995
530,22039.99999999999,22370333.587301586,"UTA",1002,451,2011,143,58,29,54,5,"alec-burks-1",67.99999999999994,2100.999999999999
531,22094.000000000004,22433817.111111104,"CHI",363,109,2011.0000000000007,56,14,11,14,5,"jimmy-butler-1",105.99999999999999,3136.9999999999995
532,22117.5,21100983.5,"SAS",37,10,2011,11,1,2,0,0,"derrick-byars-1",126,3313
533,22160.499999999993,25624251.547619052,"MIA",1434,475,2011.0000000000005,101,145,51,110,2,"norris-cole-1",140,4116
535,22209.5,21100813.66666667,"SAS",91,26,2011,8,10,2,7,0,"justin-dentmon-1",133,3630
536,22217,21100924.66666666,"NOH",180,67,2010.9999999999995,19,18,11,20,2,"jerome-dyson-1",112.99999999999999,3434.9999999999995
537,22248,23742074.943396218,"DEN",1233,544,2011.0000000000002,422,40,39,68,55,"kenneth-faried-1",135.99999999999991,3956.999999999999
538,22276.5,21100609,"NOH",39,4,2010.9999999999998,6,0,0,2,1,"jeff-foote-1",87,2305
539,22283.499999999993,21100525.3,"LAC",96,35,2010.9999999999995,15,10,3,10,0,"courtney-fortson-1",47.00000000000001,1551
540,22318.999999999978,21100497.34426229,"SAC",1133,462,2011,73,108,30,67,3,"jimmer-fredette-1",139,4114
541,22362.5,21100650.03846154,"MIA",256,56,2011.0000000000002,58,5,4,7,20,"mickell-gladness-1",85,2278
542,22397.500000000004,22918585.386363633,"LAL",431,180,2011.0000000000007,32,20,4,21,0,"andrew-goudelock-1",140,4592.000000000001
543,22433.499999999996,22529152.964285713,"DEN",261,119,2011.0000000000005,62,20,5,17,3,"jordan-hamilton-1",93,1375.9999999999995
544,22455,22433874.333333332,"ORL",86,20,2010.9999999999995,12,2,2,6,3,"justin-harper-1",137,3136.9999999999995
545,22483,23051664.365853664,"NYK",561,172,2011.000000000001,152,11,23,22,20,"josh-harrellson-1",94.00000000000001,1485.0000000000002
